"appid","time0","grade","reviews"
"343430",1422230400,90,10
"343460",1424649600,63,92
"343461",1426636800,75,58
"271332",1429660800,100,4
"343580",1422576000,87,8
"343600",1426118400,67,31
"343610",1426118400,93,15
"343611",1426118400,30,92
"343612",1426118400,100,1
"343613",1426118400,100,1
"343615",1426118400,0,1
"343630",1423699200,44,235
"271479",1418083200,100,4
"343720",1421625600,100,2
"343740",1421625600,90,163
"343750",1422489600,75,288
"343760",1421798400,100,1
"343770",1425513600,80,5
"343780",1421625600,93,374
