"appid","query_date","bundles"
"331105","2015-01-17",
"331106","2015-01-17",
"331107","2015-01-17",
"331108","2015-01-17",
"331120","2014-11-21",
"331130","2014-11-13",
"331160","2015-02-24",
"331180","2015-04-24",
"331181","2015-04-24",
"331200","2014-11-12",
"331220","2014-12-01",
"331230","2014-11-26",
"331240","2014-12-11",
"331250","2014-11-26",
"331260","2014-11-26",
"331270","2014-10-31",
"331290","2014-11-11",
"331300","2014-12-22",
"331310","2014-11-03",
"331330","2015-03-31",
"331340","2015-01-16",
"331350","2014-12-16",
"331351","2014-12-16",
"331352","2014-12-16",
"331353","2014-12-16",
"331354","2014-12-16",
"331355","2014-12-16",
"331356","2014-12-16",
"331357","2014-12-16",
"331358","2014-12-16",
"331380","2014-11-17",
"331390","2014-11-03",
"331400","2014-11-18",
"331440","2014-11-18",
"331450","2015-02-24",
"331460","2015-03-23",
"331470","2014-11-18",
"331490","2014-11-04",
"331491","2014-11-03",
"331492","2014-11-03",
"102810","2014-12-11",
"331500","2015-03-05",
"331510","2014-11-06",
"331520","2015-01-16",
"331550","2014-11-07",
"331560","2014-12-02",
"331570","2015-05-26",
"331580","2014-11-19",
"331600","2015-03-30",
"331610","2014-12-16",
"331620","2014-11-12",
"331650","2014-12-04",
"331660","2014-11-07",
"331670","2014-11-26",
"331710","2014-11-08",
"331720","2014-11-11",
"331740","2014-11-18",
"331750","2015-02-24",
"331760","2015-01-13",
"331790","2015-02-03",
"331800","2014-11-19",
"331880","2015-04-17",
"331890","2014-11-25",
"331891","2014-11-06",
"331892","2014-11-25",
"331900","2014-11-13",
"331910","2014-11-28",
"331920","2014-11-14",
"331930","2015-02-06",
"331960","2014-11-05",
"331970","2015-02-24",
"331980","2014-12-11",
"319000","2015-01-30",
"319010","2015-01-30",
"319011","2015-01-30",
"319013","2015-01-30",
"319014","2015-01-30",
"319015","2015-01-30",
"319016","2015-01-30",
"319017","2015-01-21",
"319018","2015-01-30",
"319050","2014-12-01",
"319140","2014-12-04",
"319210","2014-11-21",
"319240","2015-02-16",
"319290","2014-11-15",
"319450","2014-11-04",
"319470","2015-05-25",
"319740","2015-01-16",
"319780","2015-04-17",
"319810","2015-03-04",
"319910","2015-04-16",
"332000","2014-11-06",
"332001","2014-11-05",
"332010","2014-11-06",
"332011","2014-11-05",
"332020","2014-11-05",
"332030","2014-11-11",
"332070","2014-12-04",
"332120","2014-12-17",
"332130","2014-11-20",
"332150","2014-11-24",
"332190","2014-12-18",
"332191","2014-12-18",
"332200","2015-04-18",
"332210","2014-11-06",
"332240","2014-11-24",
"332250","2015-01-09",
"332260","2015-02-24",
"332290","2015-01-10",
"332291","2015-01-10",
"332292","2015-01-10",
"332293","2015-01-10",
"332300","2014-11-07",
"332340","2014-11-14",
"332350","2015-04-08",
"332360","2014-11-14",
"332380","2015-04-06",
"332390","2015-04-02",
"332410","2015-04-15",
"332420","2014-11-11",
"332430","2014-11-25",
"332460","2014-11-11",
"332470","2014-11-07",
"332480","2014-11-11",
"332490","2014-11-18",
"332500","2014-11-11",
"332540","2014-11-17",
"332570","2014-11-21",
"332580","2015-01-13",
"260410","2014-11-03",
"260430","2015-02-18",
"332610","2015-05-19",
"332630","2015-01-22",
"332710","2014-11-21",
"332730","2015-02-03",
"332750","2014-11-17",
"332760","2015-02-25",
"332780","2014-12-15",
"332790","2015-02-03",
"332800","2014-11-11",
"332810","2014-11-24",
"332830","2014-12-09",
"332880","2015-04-02",
"332890","2014-11-11",
"332970","2015-04-17",
"333030","2014-11-21",
"333040","2014-11-25",
"333050","2014-11-22",
"333051","2014-11-21",
"333052","2014-11-21",
"333060","2014-11-21",
"333070","2014-11-21",
"333071","2014-11-21",
"333080","2015-01-15",
"333081","2015-01-15",
"333082","2015-01-15",
"333083","2015-01-15",
"333084","2015-01-15",
"333087","2015-01-15",
"333088","2015-01-15",
"333090","2015-02-06",
"333091","2015-01-10",
"333110","2015-03-13",
"333120","2014-11-17",
"333130","2014-12-19",
"333140","2014-12-10",
"333150","2014-12-18",
"333160","2014-12-17",
"333170","2014-12-17",
"333180","2015-01-22",
"333181","2015-01-22",
"333182","2015-01-22",
"333190","2015-01-22",
"333191","2015-01-22",
"333192","2015-01-22",
"333193","2015-01-22",
"333200","2014-12-17",
"333210","2015-04-10",
"333220","2014-11-20",
"333230","2014-11-26",
"333250","2015-01-23",
"333260","2014-12-02",
"333270","2014-11-15",
"333310","2014-11-17",
"333320","2014-11-14",
"333330","2015-01-13",
"333350","2015-01-29",
"333380","2014-12-22",
"333390","2015-01-09",
"333400","2014-12-10",
"333430","2014-12-05",
"333460","2014-12-12",
"333500","2014-11-22",
"333510","2015-02-17",
"333520","2014-11-17",
"333530","2015-02-10",
"333540","2014-11-25",
"333560","2015-01-26",
"333580","2015-04-14",
"333600","2014-12-04",
"333650","2015-02-16",
"333660","2014-12-30",
"333670","2014-11-17",
"333680","2014-12-05",
"333690","2015-05-08",
"333700","2014-11-25",
"333710","2015-01-15",
"333720","2014-12-04",
"333730","2015-01-26",
"333740","2015-03-17",
"261570","2015-02-28",
"333760","2014-12-31",
"333780","2015-02-10",
"333790","2014-11-25",
"333800","2015-03-03",
"333820","2015-03-06",
"333850","2014-11-19",
"333860","2015-01-19",
"333870","2014-11-25",
"333880","2014-12-03",
"333890","2014-12-18",
"333891","2014-12-19",
"333892","2014-12-18",
"333900","2014-11-18",
"333910","2014-12-18",
"333920","2014-12-18",
"333921","2014-12-18",
"333930","2015-01-06",
"333950","2015-01-28",
"333970","2015-02-17",
"333980","2015-05-14",
"334010","2014-11-20",
"334030","2015-04-08",
"334040","2015-01-13",
"334050","2014-11-19",
"334060","2014-11-19",
"334070","2015-01-16",
"334080","2014-11-28",
"334090","2014-12-17",
"334110","2014-12-18",
"334111","2014-12-18",
"334112","2014-12-18",
"334113","2014-12-18",
"334120","2015-02-28",
"334140","2014-12-09",
"334150","2014-12-18",
"334160","2014-12-18",
"334161","2014-12-18",
"334180","2014-12-18",
"334190","2014-12-02",
"334220","2015-01-15",
"334221","2015-01-15",
"334230","2014-12-15",
"262060","2014-12-23",
"334270","2014-12-17",
"334290","2014-12-16",
"334300","2014-12-19",
"334330","2014-11-20",
"334340","2015-03-05",
"262190","2015-01-29",
"334380","2014-11-21",
"334390","2015-03-03",
"334400","2014-11-28",
"262230","2015-02-23",
"334401","2014-11-28",
"334402","2014-11-28",
"334420","2015-03-25",
"334430","2014-11-25",
"334440","2014-12-18",
"334441","2014-12-18",
"334442","2014-12-18",
"334450","2014-12-18",
"334470","2015-01-09",
"334480","2015-02-10",
"334490","2015-03-09",
"334510","2014-11-26",
"334520","2014-11-26",
"334530","2014-11-26",
"334560","2015-04-06",
"334580","2014-12-09",
"334590","2014-12-08",
"334600","2014-12-08",
"334620","2015-01-27",
"334660","2014-11-21",
"334690","2015-01-12",
"334710","2014-11-25",
"334740","2015-01-07",
"262630","2015-02-06",
"334810","2014-12-10",
"334840","2015-01-22",
"334850","2015-03-25",
"334860","2014-11-24",
"334930","2015-01-01",
"334960","2015-02-20",
"334970","2014-12-01",
"334980","2014-12-24",
"334990","2014-11-26",
"262960","2015-01-27",
"335000","2015-02-09",
"335010","2015-02-09",
"335020","2014-11-24",
"335030","2015-03-25",
"335050","2014-12-17",
"335060","2014-11-27",
"335070","2015-03-05",
"335080","2015-01-21",
"335090","2015-01-06",
"335100","2014-12-23",
"335120","2014-12-09",
"335150","2015-01-10",
"335170","2014-12-03",
"335180","2014-12-04",
"335200","2015-03-18",
"335210","2014-12-01",
"335220","2015-01-15",
"335240","2015-01-22",
"335250","2015-04-30",
"335260","2014-12-18",
"335290","2014-12-11",
"335300","2015-04-02",
"335320","2014-12-06",
"335330","2015-02-11",
"335350","2014-11-26",
"335370","2014-11-28",
"335410","2014-12-01",
"335420","2015-01-09",
"335430","2014-12-13",
"335440","2014-12-04",
"335450","2015-05-13",
"335460","2015-05-13",
"335473","2015-01-16",
"335474","2015-01-16",
"335475","2015-01-16",
"335476","2015-01-16",
"335477","2015-01-16",
"335478","2015-01-16",
"335510","2014-12-10",
"335520","2014-12-17",
"335550","2015-02-02",
"335560","2015-04-21",
"335570","2014-12-16",
"335580","2014-12-10",
"335610","2015-05-21",
"335611","2015-05-21",
"335640","2014-12-15",
"335660","2015-01-28",
"335670","2014-12-05",
"335680","2015-01-30",
"335690","2015-01-08",
"335740","2014-12-05",
"335770","2014-12-08",
"335790","2014-12-09",
"335800","2015-04-01",
"335810","2014-12-03",
"335830","2014-12-10",
"335840","2015-01-29",
"335850","2015-03-09",
"335880","2014-12-06",
"335890","2014-12-05",
"335900","2014-12-08",
"335920","2015-01-28",
"335930","2015-01-19",
"335940","2015-01-10",
"335970","2015-01-08",
"335981","2014-12-22",
"335982","2014-12-22",
"335990","2015-01-07",
"335991","2015-01-07",
"336010","2014-12-02",
"336020","2015-01-14",
"336040","2015-01-08",
"336050","2014-12-18",
"336060","2015-02-13",
"336080","2015-02-25",
"336090","2014-12-16",
"336100","2014-12-19",
"336110","2015-03-10",
"336150","2015-05-07",
"336170","2014-12-02",
"336180","2014-12-02",
"336200","2015-02-10",
"336260","2015-01-06",
"336270","2015-03-10",
"336280","2014-12-16",
"336300","2014-12-12",
"336310","2014-12-05",
"336320","2014-12-10",
"336370","2014-12-11",
"336380","2014-12-31",
"336420","2015-02-25",
"336460","2015-01-29",
"336530","2015-03-10",
"336610","2014-12-18",
"336620","2014-12-10",
"336630","2014-12-05",
"336650","2014-12-10",
"336660","2014-12-16",
"336670","2015-02-04",
"336700","2014-12-18",
"336710","2015-01-13",
"336730","2015-01-13",
"336760","2014-12-16",
"336770","2014-12-31",
"336780","2015-01-19",
"336790","2015-03-11",
"336810","2015-02-12",
"336840","2015-04-03",
"336850","2014-12-17",
"336851","2014-12-17",
"336860","2014-12-11",
"336870","2014-12-11",
"336930","2014-12-12",
"264840","2015-01-15",
"264841","2015-01-15",
"337000","2015-04-08",
"337040","2014-12-09",
"337050","2014-12-05",
"337070","2014-12-17",
"337110","2015-02-23",
"337120","2015-01-27",
"337150","2014-12-18",
"337180","2015-03-25",
"337220","2015-01-21",
"337270","2015-01-06",
"337280","2015-02-06",
"337310","2014-12-11",
"265140","2014-11-05",
"265146","2014-11-05",
"337380","2014-12-13",
"337400","2014-12-11",
"337410","2014-12-24",
"337420","2014-12-12",
"337430","2014-12-12",
"337450","2014-12-16",
"337630","2015-03-17",
"337640","2015-03-17",
"337660","2014-12-16",
"337661","2014-12-16",
"337670","2015-03-19",
"337680","2015-03-03",
"337690","2014-12-17",
"337710","2014-12-15",
"337730","2015-03-17",
"337740","2015-02-24",
"337750","2015-01-27",
"337760","2015-01-22",
"337820","2014-12-24",
"337840","2015-05-12",
"337850","2015-01-08",
"337870","2014-12-18",
"337871","2014-12-18",
"337872","2014-12-18",
"337880","2014-12-22",
"337900","2015-02-06",
"337901","2015-02-06",
"337902","2015-02-06",
"337910","2014-12-18",
"337930","2014-12-24",
"337940","2015-01-14",
"337960","2015-01-13",
"337970","2015-04-01",
"337980","2015-02-23",
"350000","2015-05-11",
"350010","2015-02-19",
"350020","2015-04-28",
"350060","2015-02-13",
"350070","2015-03-20",
"350080","2015-03-11",
"350090","2015-05-22",
"350130","2015-02-18",
"350220","2015-03-13",
"350230","2015-02-12",
"350260","2015-03-27",
"350330","2015-02-16",
"350400","2015-04-23",
"350410","2015-05-01",
"350412","2015-05-05",
"350413","2015-04-21",
"350414","2015-04-07",
"350415","2015-03-31",
"350420","2015-05-26",
"350460","2015-04-18",
"350490","2015-04-10",
"350500","2015-02-17",
"350510","2015-02-16",
"350520","2015-02-12",
"350530","2015-05-09",
"350540","2015-05-01",
"350560","2015-03-27",
"350620","2015-05-04",
"350630","2015-02-25",
"350660","2015-04-27",
"350680","2015-04-30",
"350700","2015-04-03",
"350720","2015-02-17",
"350730","2015-03-02",
"350750","2015-02-27",
"350810","2015-03-16",
"350840","2015-02-16",
"350870","2015-02-14",
"350910","2015-05-19",
"338000","2015-01-16",
"338010","2014-12-29",
"338030","2014-12-17",
"338050","2015-01-14",
"338060","2015-01-09",
"338070","2015-01-09",
"338080","2015-01-09",
"338090","2015-01-09",
"338100","2015-01-09",
"338110","2015-01-12",
"338140","2015-01-23",
"338160","2015-02-26",
"338161","2015-02-26",
"338162","2015-02-26",
"338170","2015-01-17",
"338180","2015-05-14",
"338190","2015-01-26",
"338200","2015-02-02",
"338201","2015-02-02",
"338202","2015-02-02",
"338230","2014-12-17",
"338240","2014-12-17",
"338250","2015-02-04",
"338260","2015-01-30",
"338300","2015-02-24",
"338320","2015-01-19",
"266150","2014-11-25",
"338340","2015-03-18",
"338360","2015-03-09",
"338370","2015-04-28",
"338371","2015-02-21",
"338372","2015-03-25",
"338420","2015-05-15",
"338440","2014-12-18",
"338453","2015-03-09",
"338470","2015-01-13",
"338480","2014-12-24",
"338490","2014-12-16",
"266310","2015-02-12",
"338510","2014-12-18",
"338511","2014-12-18",
"338512","2014-12-24",
"338513","2014-12-24",
"338514","2014-12-24",
"338515","2014-12-24",
"338516","2014-12-24",
"338518","2015-01-14",
"338520","2015-01-14",
"338521","2015-01-14",
"338522","2015-01-14",
"338523","2015-01-14",
"338524","2015-01-14",
"338525","2015-02-20",
"338540","2015-02-17",
"338550","2015-02-06",
"338580","2015-01-26",
"338590","2015-01-02",
"266410","2015-01-12",
"338620","2015-01-13",
"338650","2015-02-11",
"338661","2015-02-11",
"338680","2014-12-18",
"338710","2015-01-07",
"338720","2015-01-15",
"338721","2015-01-15",
"338722","2015-01-15",
"338723","2015-01-15",
"338741","2015-03-31",
"338743","2015-03-31",
"338744","2015-03-31",
"338745","2015-03-31",
"338746","2015-03-31",
"338770","2014-12-22",
"338800","2015-02-05",
"338810","2015-04-14",
"338830","2014-12-30",
"338840","2014-12-23",
"338882","2015-02-11",
"338890","2015-01-29",
"338900","2014-12-18",
"338960","2015-02-12",
"338980","2015-02-26",
"266980","2014-11-26",
"351020","2015-02-17",
"351040","2015-03-31",
"351060","2015-03-03",
"351070","2015-02-23",
"351080","2015-03-25",
"351090","2015-05-18",
"351140","2015-03-18",
"351150","2015-03-18",
"351170","2015-03-06",
"351220","2015-04-06",
"351230","2015-04-21",
"351240","2015-03-23",
"351270","2015-03-06",
"351280","2015-03-06",
"351290","2015-04-16",
"351340","2015-02-24",
"351390","2015-04-14",
"351400","2015-03-30",
"351420","2015-02-16",
"351430","2015-03-02",
"351450","2015-05-22",
"351460","2015-03-04",
"351461","2015-03-04",
"351470","2015-02-27",
"351490","2015-05-13",
"351540","2015-03-30",
"351555","2015-05-20",
"351556","2015-04-22",
"351570","2015-02-19",
"351584","2015-03-19",
"351590","2015-03-26",
"351591","2015-03-26",
"351650","2015-03-12",
"351660","2015-04-07",
"351670","2015-02-20",
"351671","2015-02-20",
"351672","2015-02-20",
"351673","2015-02-20",
"351674","2015-02-21",
"351675","2015-02-20",
"351676","2015-02-21",
"351680","2015-02-27",
"351730","2015-02-23",
"351740","2015-02-26",
"351790","2015-03-02",
"351800","2015-05-21",
"351810","2015-05-01",
"351820","2015-05-01",
"351840","2015-03-30",
"351860","2015-03-26",
"351870","2015-03-26",
"351890","2015-02-26",
"351900","2015-03-02",
"351930","2015-03-31",
"351990","2015-05-05",
"339000","2014-12-18",
"339030","2015-03-10",
"339031","2015-03-10",
"339032","2015-03-10",
"339033","2015-03-10",
"339034","2015-03-10",
"339040","2015-02-24",
"339070","2014-12-17",
"339080","2014-12-18",
"339120","2014-12-18",
"339130","2015-02-17",
"339160","2015-02-23",
"339190","2015-03-24",
"339200","2015-02-19",
"339210","2015-04-22",
"339240","2015-01-22",
"339280","2015-04-09",
"339290","2014-12-18",
"339330","2014-12-24",
"339350","2014-12-19",
"339360","2014-12-19",
"339380","2015-01-21",
"339381","2015-01-28",
"339382","2015-02-04",
"339383","2015-02-11",
"339384","2015-03-17",
"339385","2015-03-24",
"339386","2015-03-31",
"339387","2015-04-07",
"339388","2015-04-14",
"339389","2015-05-21",
"339390","2015-05-12",
"339391","2015-05-08",
"339400","2015-03-20",
"339410","2015-02-21",
"339430","2015-04-08",
"339460","2015-03-11",
"339470","2014-12-22",
"339480","2015-01-22",
"339490","2014-12-23",
"339500","2015-01-09",
"339510","2014-12-22",
"339520","2014-12-22",
"339530","2015-01-27",
"339540","2015-03-06",
"339550","2015-02-18",
"339570","2015-02-03",
"339610","2015-03-31",
"339620","2014-12-22",
"339630","2015-02-09",
"339690","2015-03-12",
"339700","2015-04-06",
"339750","2014-12-24",
"339770","2015-01-24",
"339790","2015-03-02",
"339800","2015-01-13",
"339820","2014-12-23",
"339840","2015-03-27",
"339850","2015-04-03",
"339860","2014-12-30",
"339870","2014-12-30",
"339890","2014-12-26",
"339900","2015-01-26",
"267778","2015-03-06",
"267780","2015-03-06",
"339960","2015-01-24",
"339961","2015-01-24",
"267830","2015-03-24",
"352000","2015-03-26",
"352010","2015-03-04",
"352021","2015-03-17",
"352030","2015-02-27",
"352070","2015-05-26",
"352080","2015-04-18",
"352111","2015-03-23",
"352120","2015-04-23",
"352130","2015-05-21",
"352140","2015-04-09",
"352190","2015-03-11",
"352230","2015-03-03",
"352280","2015-03-17",
"352290","2015-04-22",
"352320","2015-03-17",
"352321","2015-03-17",
"352322","2015-03-17",
"352323","2015-03-17",
"352324","2015-03-17",
"352325","2015-03-17",
"352326","2015-03-17",
"352327","2015-03-17",
"352328","2015-03-17",
"352329","2015-03-17",
"352330","2015-03-17",
"352331","2015-03-17",
"352332","2015-03-17",
"352333","2015-03-17",
"352334","2015-03-17",
"352335","2015-03-17",
"352337","2015-03-17",
"352338","2015-03-17",
"352339","2015-03-17",
"352340","2015-03-17",
"352341","2015-03-17",
"352342","2015-03-17",
"280180","2015-03-26",
"352430","2015-03-10",
"352490","2015-02-24",
"352520","2015-05-20",
"352540","2015-02-27",
"352590","2015-03-04",
"352610","2015-03-23",
"352620","2015-05-19",
"352640","2015-04-23",
"352680","2015-03-12",
"352710","2015-03-04",
"352730","2015-04-09",
"352740","2015-04-14",
"352780","2015-03-27",
"280600","2015-02-10",
"352850","2015-04-22",
"352950","2015-05-18",
"352960","2015-05-08",
"352980","2015-04-06",
"268080","2014-12-16",
"268320","2015-02-18",
"268340","2015-04-20",
"268870","2014-11-28",
"353000","2015-03-02",
"353020","2015-02-25",
"353050","2015-03-17",
"353051","2015-03-17",
"353052","2015-03-17",
"353053","2015-03-17",
"353060","2015-02-27",
"353070","2015-03-13",
"353090","2015-03-12",
"353110","2015-03-11",
"353140","2015-03-10",
"353240","2015-02-27",
"353260","2015-05-04",
"353280","2015-02-28",
"353300","2015-02-27",
"353320","2015-03-02",
"353330","2015-05-18",
"353340","2015-03-23",
"353360","2015-02-27",
"353370","2015-03-05",
"353380","2015-03-05",
"353390","2015-03-05",
"353400","2015-03-05",
"353410","2015-03-05",
"353420","2015-03-05",
"353430","2015-03-05",
"353440","2015-03-05",
"353450","2015-03-05",
"353460","2015-03-05",
"353470","2015-03-05",
"353480","2015-03-05",
"353490","2015-03-05",
"353500","2015-03-05",
"353510","2015-03-05",
"353520","2015-03-05",
"353530","2015-03-05",
"353550","2015-04-16",
"353560","2015-03-05",
"353570","2015-05-14",
"353571","2015-05-14",
"353590","2015-03-09",
"353600","2015-03-17",
"353610","2015-03-11",
"353620","2015-03-17",
"353630","2015-05-21",
"353640","2015-05-07",
"353740","2015-03-04",
"353741","2015-03-04",
"353742","2015-03-04",
"353760","2015-03-19",
"353761","2015-04-21",
"353770","2015-05-21",
"353790","2015-03-03",
"353820","2015-04-27",
"353830","2015-05-19",
"353850","2015-03-03",
"353930","2015-03-04",
"353940","2015-05-08",
"353970","2015-04-07",
"353980","2015-05-21",
"281940","2015-01-27",
"269530","2014-11-19",
"269670","2015-01-29",
"354050","2015-04-06",
"354110","2015-03-12",
"354140","2015-03-03",
"354170","2015-03-21",
"354171","2015-03-21",
"354180","2015-04-07",
"354190","2015-05-07",
"354230","2015-04-02",
"354240","2015-03-24",
"354260","2015-04-28",
"354300","2015-03-12",
"354310","2015-03-26",
"354320","2015-03-23",
"354350","2015-03-27",
"354380","2015-03-31",
"282201","2014-12-13",
"282210","2015-03-04",
"354425","2015-05-12",
"354430","2015-04-28",
"354500","2015-03-11",
"282370","2014-11-26",
"354570","2015-03-29",
"354600","2015-04-23",
"354650","2015-05-25",
"354680","2015-04-02",
"354690","2015-03-31",
"282513","2014-12-02",
"282514","2015-01-13",
"282515","2015-02-10",
"282516","2015-02-27",
"354700","2015-03-12",
"354701","2015-04-23",
"354702","2015-03-12",
"354710","2015-04-21",
"354720","2015-04-14",
"354730","2015-03-25",
"282560","2015-03-05",
"354770","2015-04-02",
"282640","2015-01-14",
"354820","2015-05-11",
"354850","2015-03-10",
"354860","2015-04-30",
"354870","2015-03-21",
"354890","2015-05-05",
"354930","2015-04-15",
"354940","2015-03-06",
"354950","2015-04-27",
"354960","2015-03-16",
"354970","2015-03-16",
"282900","2015-01-21",
"282960","2014-11-19",
"355050","2015-04-02",
"355060","2015-03-10",
"355070","2015-03-24",
"355080","2015-03-23",
"355090","2015-04-22",
"355100","2015-05-04",
"355130","2015-05-18",
"355140","2015-04-16",
"355150","2015-03-17",
"355200","2015-04-11",
"355201","2015-04-11",
"355202","2015-04-11",
"355203","2015-04-11",
"355204","2015-04-11",
"355205","2015-04-11",
"355206","2015-04-11",
"355207","2015-04-11",
"355208","2015-04-11",
"355209","2015-04-11",
"355210","2015-04-11",
"355250","2015-04-28",
"283080","2014-12-01",
"355260","2015-04-23",
"355262","2015-04-30",
"355270","2015-03-10",
"355290","2015-03-10",
"355300","2015-03-10",
"355320","2015-03-09",
"355340","2015-04-21",
"355341","2015-04-29",
"355360","2015-04-06",
"355380","2015-04-06",
"355410","2015-03-13",
"355420","2015-03-26",
"355430","2015-03-13",
"355520","2015-03-12",
"355530","2015-04-24",
"355550","2015-03-17",
"355570","2015-03-19",
"355590","2015-03-13",
"355640","2015-05-07",
"355650","2015-03-16",
"355660","2015-03-18",
"355730","2015-03-26",
"355760","2015-03-12",
"355770","2015-04-01",
"355830","2015-04-03",
"355840","2015-03-31",
"355860","2015-05-22",
"355870","2015-03-20",
"355880","2015-04-07",
"355890","2015-03-10",
"355970","2015-04-22",
"355980","2015-03-17",
"355990","2015-03-17",
"283820","2014-12-09",
"283840","2014-12-09",
"356000","2015-03-13",
"356010","2015-03-13",
"356070","2015-04-08",
"356090","2015-05-13",
"356110","2015-05-04",
"356120","2015-03-20",
"356121","2015-03-24",
"356122","2015-04-02",
"356123","2015-03-26",
"356124","2015-05-08",
"356140","2015-04-09",
"356160","2015-04-04",
"356170","2015-04-16",
"356210","2015-05-07",
"356230","2015-05-01",
"356231","2015-05-01",
"284080","2015-02-03",
"356260","2015-03-25",
"356270","2015-03-25",
"356280","2015-03-25",
"356290","2015-03-25",
"356310","2015-04-30",
"356350","2015-04-20",
"356380","2015-03-19",
"356420","2015-05-08",
"356430","2015-03-17",
"356440","2015-03-26",
"356510","2015-05-26",
"356530","2015-03-31",
"356540","2015-05-26",
"356590","2015-03-17",
"356591","2015-03-17",
"356592","2015-03-17",
"356593","2015-03-17",
"284440","2014-12-17",
"356640","2015-05-22",
"356650","2015-05-05",
"356670","2015-04-22",
"356710","2015-03-26",
"356741","2015-05-26",
"356770","2015-04-02",
"356780","2015-05-05",
"356790","2015-04-23",
"356800","2015-04-10",
"356810","2015-04-10",
"284680","2015-03-17",
"356860","2015-04-06",
"356880","2015-03-17",
"356940","2015-03-30",
"356970","2015-04-10",
"284810","2015-01-23",
"284910","2015-02-12",
"357040","2015-04-03",
"357060","2015-03-18",
"357070","2015-03-24",
"357080","2015-04-09",
"357110","2015-04-08",
"357160","2015-03-26",
"357161","2015-03-26",
"357162","2015-03-26",
"357163","2015-03-26",
"357170","2015-03-24",
"357171","2015-03-24",
"357200","2015-04-15",
"357240","2015-03-20",
"357250","2015-05-25",
"357260","2015-05-01",
"357261","2015-05-01",
"357262","2015-05-01",
"357280","2015-05-08",
"357290","2015-03-25",
"357300","2015-04-20",
"357320","2015-04-29",
"357330","2015-04-06",
"357360","2015-04-29",
"357370","2015-03-31",
"357380","2015-04-24",
"357400","2015-05-07",
"357410","2015-05-15",
"357440","2015-03-30",
"357450","2015-03-19",
"357460","2015-04-06",
"357470","2015-03-25",
"357600","2015-03-26",
"357650","2015-03-20",
"357660","2015-03-24",
"357670","2015-05-22",
"357710","2015-04-30",
"357711","2015-04-30",
"357720","2015-05-01",
"357730","2015-04-17",
"357770","2015-03-30",
"357780","2015-04-10",
"357790","2015-05-26",
"357800","2015-03-26",
"357820","2015-04-16",
"357830","2015-03-25",
"357840","2015-04-17",
"357850","2015-04-15",
"357890","2015-03-28",
"357900","2015-03-26",
"285730","2014-11-05",
"357910","2015-03-24",
"285740","2015-02-18",
"357920","2015-05-20",
"357930","2015-04-01",
"357940","2015-04-15",
"357980","2015-04-21",
"370000","2015-05-19",
"370001","2015-05-19",
"370040","2015-05-26",
"370070","2015-05-11",
"370080","2015-05-14",
"370100","2015-05-12",
"370150","2015-05-16",
"370190","2015-05-11",
"370230","2015-05-11",
"370300","2015-05-18",
"370310","2015-05-12",
"370400","2015-05-21",
"370401","2015-05-18",
"370402","2015-05-21",
"370500","2015-05-12",
"370520","2015-05-15",
"370530","2015-05-22",
"370550","2015-05-25",
"370570","2015-05-23",
"370580","2015-05-14",
"370640","2015-05-20",
"370720","2015-05-13",
"370930","2015-05-20",
"370931","2015-05-20",
"370960","2015-05-21",
"370970","2015-05-21",
"358000","2015-04-23",
"358010","2015-04-03",
"358020","2015-04-24",
"358070","2015-04-21",
"358090","2015-05-25",
"358110","2015-04-22",
"358130","2015-05-06",
"358140","2015-03-30",
"358141","2015-03-30",
"358142","2015-04-08",
"358143","2015-04-08",
"358150","2015-03-26",
"358170","2015-05-04",
"358180","2015-05-04",
"358190","2015-05-04",
"358200","2015-05-04",
"358210","2015-05-04",
"358220","2015-05-04",
"358230","2015-05-04",
"358240","2015-05-04",
"358250","2015-05-04",
"358260","2015-05-04",
"358270","2015-05-04",
"358280","2015-05-04",
"358290","2015-05-04",
"358300","2015-05-04",
"358310","2015-05-04",
"358320","2015-05-04",
"358330","2015-05-04",
"358340","2015-05-04",
"358350","2015-05-04",
"358360","2015-05-04",
"358370","2015-05-04",
"358380","2015-05-04",
"358390","2015-05-04",
"358400","2015-05-04",
"358410","2015-05-04",
"286240","2014-12-02",
"358420","2015-05-04",
"358430","2015-05-04",
"358440","2015-05-04",
"286280","2015-03-05",
"358480","2015-03-31",
"358610","2015-03-23",
"358620","2015-03-23",
"358700","2015-03-24",
"286570","2015-03-27",
"358770","2015-03-26",
"358800","2015-05-26",
"358820","2015-04-02",
"358850","2015-04-01",
"358870","2015-04-10",
"358910","2015-03-26",
"358950","2015-04-15",
"358960","2015-04-23",
"358970","2015-03-25",
"286991","2014-11-05",
"214130","2014-10-30",
"371070","2015-05-22",
"371100","2015-05-18",
"371110","2015-05-26",
"371130","2015-05-14",
"371160","2015-05-20",
"371170","2015-05-20",
"371190","2015-05-19",
"371230","2015-05-26",
"371270","2015-05-26",
"371330","2015-05-18",
"371370","2015-05-16",
"371390","2015-05-26",
"371400","2015-05-14",
"371420","2015-05-20",
"371440","2015-05-19",
"371500","2015-05-15",
"371530","2015-05-20",
"371550","2015-05-20",
"371600","2015-05-22",
"371710","2015-05-16",
"371740","2015-05-19",
"371790","2015-05-25",
"371800","2015-05-14",
"371890","2015-05-18",
"371900","2015-05-21",
"371960","2015-05-22",
"359040","2015-04-30",
"359070","2015-03-24",
"359080","2015-03-27",
"359090","2015-04-01",
"359110","2015-03-23",
"359120","2015-03-24",
"359130","2015-05-06",
"359180","2015-03-31",
"359190","2015-04-20",
